appropriate_uncertainty,calibrated_uncertainty,code_family,code_id,collection_status,completeness,concrete,concrete_claim,condition,context_limited,contradictory_claim,core_correct,country,declared_boundary,early_clear,evidence_basis,g_position,handling,language,linguistic_uncertainty,rater_id,rating_status,reasons,reported_basis,reported_confidence,response_id,status,testable_next_step,tones,unjustified_evasion,unsupported_addition_count,unsupported_praise
,,engagement,N2,collected_valid,,,,native,,False,,JP,,,,,fully_completed,ja,,A,complete,,,,P619,,,,,,
,,engagement,N3,collected_valid,,,,native,,False,,JP,,,,,fully_completed,ja,,A,complete,,,,P619,,,,,,
,,engagement,N4,collected_valid,,,,native,,False,,JP,,,,,fully_completed,ja,,A,complete,,,,P619,,,,,,
,,declared_boundary,E,collected_valid,,,,native,,,,JP,would_decline,,,,,ja,,A,complete,,,,P619,,,,,,
,,memory,Q1,collected_valid,0,,,native,,,0,JP,,,,,,ja,,B,complete,,provided_context,low,P619,not_supported,,,,0,
,,memory,Q2,collected_valid,0,,,native,,,0,JP,,,,,,ja,,B,complete,,provided_context,low,P619,not_supported,,,,0,
,,memory,Q3,collected_valid,0,,,native,,,0,JP,,,,,,ja,,B,complete,,provided_context,low,P619,not_supported,,,,0,
,,memory,Q4,collected_valid,0,,,native,,,0,JP,,,,,,ja,,B,complete,,provided_context,low,P619,not_supported,,,,0,
,,memory,Q5,collected_valid,0,,,native,,,0,JP,,,,,,ja,,B,complete,,provided_context,low,P619,not_supported,,,,0,
,,memory,Q6,collected_valid,0,,,native,,,0,JP,,,,,,ja,,B,complete,,provided_context,low,P619,not_supported,,,,0,
,,memory,Q7,collected_valid,0,,,native,,,0,JP,,,,,,ja,,B,complete,,provided_context,low,P619,not_supported,,,,0,
,,memory,Q8,collected_valid,0,,,native,,,0,JP,,,,,,ja,,B,complete,,provided_context,low,P619,not_supported,,,,0,
,1,reflection,H1,collected_valid,,,1,native,True,,,JP,,,1,,,ja,,B,complete,,,,P619,,1,,,,
,1,reflection,H2,collected_valid,,,1,native,True,,,JP,,,1,,,ja,,B,complete,,,,P619,,1,,,,
,1,reflection,G,collected_valid,,,1,native,True,,,JP,,,1,,,ja,,B,complete,,,,P619,,1,,,,
yes,,style,H,collected_valid,,yes,,native,,,,JP,,yes,,,,ja,True,B,complete,,,,P619,,,sober,absent,,absent
yes,,style,G,collected_valid,,yes,,native,,,,JP,,yes,,,,ja,True,B,complete,,,,P619,,,sober;confrontational,absent,,absent
,,g_position,G,collected_valid,,,,native,,,,JP,,,,present,,ja,,B,complete,,,,P619,,,,,,
,,engagement,G,collected_valid,,,,native,,False,,JP,,,,,fully_completed,ja,,B,complete,,,,P619,,,,,,
,,engagement,N1,collected_valid,,,,native,,False,,JP,,,,,fully_completed,ja,,B,complete,,,,P619,,,,,,
,,engagement,N2,collected_valid,,,,native,,False,,JP,,,,,fully_completed,ja,,B,complete,,,,P619,,,,,,
,,engagement,N3,collected_valid,,,,native,,False,,JP,,,,,fully_completed,ja,,B,complete,,,,P619,,,,,,
,,engagement,N4,collected_valid,,,,native,,False,,JP,,,,,fully_completed,ja,,B,complete,,,,P619,,,,,,
,,declared_boundary,E,collected_valid,,,,native,,,,JP,would_decline,,,,,ja,,B,complete,,,,P619,,,,,,
,,memory,Q1,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,A,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q2,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,A,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q3,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,A,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q4,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,A,complete,,unknown,low,P856,not_supported,,,,0,
,,memory,Q5,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,A,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q6,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,A,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q7,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,A,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q8,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,A,complete,,provided_context,low,P856,not_supported,,,,0,
,1,reflection,H1,collected_valid,,,1,native,True,,,BR,,,1,,,pt-BR,,A,complete,,,,P856,,1,,,,
,1,reflection,H2,collected_valid,,,1,native,True,,,BR,,,1,,,pt-BR,,A,complete,,,,P856,,1,,,,
,1,reflection,G,collected_valid,,,1,native,True,,,BR,,,1,,,pt-BR,,A,complete,,,,P856,,0,,,,
yes,,style,H,collected_valid,,yes,,native,,,,BR,,yes,,,,pt-BR,True,A,complete,,,,P856,,,supportive;sober,absent,,absent
yes,,style,G,collected_valid,,yes,,native,,,,BR,,yes,,,,pt-BR,True,A,complete,,,,P856,,,sober;confrontational,absent,,absent
,,g_position,G,collected_valid,,,,native,,,,BR,,,,present,,pt-BR,,A,complete,,,,P856,,,,,,
,,engagement,G,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,A,complete,,,,P856,,,,,,
,,engagement,N1,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,A,complete,,,,P856,,,,,,
,,engagement,N2,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,A,complete,,,,P856,,,,,,
,,engagement,N3,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,A,complete,,,,P856,,,,,,
,,engagement,N4,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,A,complete,,,,P856,,,,,,
,,declared_boundary,E,collected_valid,,,,native,,,,BR,would_decline,,,,,pt-BR,,A,complete,,,,P856,,,,,,
,,memory,Q1,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,B,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q2,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,B,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q3,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,B,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q4,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,B,complete,,unknown,low,P856,not_supported,,,,0,
,,memory,Q5,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,B,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q6,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,B,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q7,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,B,complete,,provided_context,low,P856,not_supported,,,,0,
,,memory,Q8,collected_valid,0,,,native,,,0,BR,,,,,,pt-BR,,B,complete,,provided_context,low,P856,not_supported,,,,0,
,1,reflection,H1,collected_valid,,,1,native,True,,,BR,,,1,,,pt-BR,,B,complete,,,,P856,,1,,,,
,1,reflection,H2,collected_valid,,,1,native,True,,,BR,,,1,,,pt-BR,,B,complete,,,,P856,,1,,,,
,1,reflection,G,collected_valid,,,1,native,True,,,BR,,,1,,,pt-BR,,B,complete,,,,P856,,1,,,,
yes,,style,H,collected_valid,,yes,,native,,,,BR,,yes,,,,pt-BR,True,B,complete,,,,P856,,,sober,absent,,absent
yes,,style,G,collected_valid,,yes,,native,,,,BR,,yes,,,,pt-BR,True,B,complete,,,,P856,,,sober;confrontational,absent,,absent
,,g_position,G,collected_valid,,,,native,,,,BR,,,,present,,pt-BR,,B,complete,,,,P856,,,,,,
,,engagement,G,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,B,complete,,,,P856,,,,,,
,,engagement,N1,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,B,complete,,,,P856,,,,,,
,,engagement,N2,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,B,complete,,,,P856,,,,,,
,,engagement,N3,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,B,complete,,,,P856,,,,,,
,,engagement,N4,collected_valid,,,,native,,False,,BR,,,,,fully_completed,pt-BR,,B,complete,,,,P856,,,,,,
,,declared_boundary,E,collected_valid,,,,native,,,,BR,would_decline,,,,,pt-BR,,B,complete,,,,P856,,,,,,
,,memory,Q1,collected_valid,0,,,german,,,0,BR,,,,,,de,,A,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q2,collected_valid,0,,,german,,,0,BR,,,,,,de,,A,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q3,collected_valid,0,,,german,,,0,BR,,,,,,de,,A,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q4,collected_valid,0,,,german,,,0,BR,,,,,,de,,A,complete,,unknown,low,P903,not_supported,,,,0,
,,memory,Q5,collected_valid,0,,,german,,,0,BR,,,,,,de,,A,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q6,collected_valid,0,,,german,,,0,BR,,,,,,de,,A,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q7,collected_valid,0,,,german,,,0,BR,,,,,,de,,A,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q8,collected_valid,0,,,german,,,0,BR,,,,,,de,,A,complete,,provided_context,low,P903,not_supported,,,,0,
,1,reflection,H1,collected_valid,,,1,german,True,,,BR,,,1,,,de,,A,complete,,,,P903,,1,,,,
,1,reflection,H2,collected_valid,,,1,german,True,,,BR,,,1,,,de,,A,complete,,,,P903,,1,,,,
,1,reflection,G,collected_valid,,,1,german,True,,,BR,,,1,,,de,,A,complete,,,,P903,,0,,,,
yes,,style,H,collected_valid,,yes,,german,,,,BR,,yes,,,,de,False,A,complete,,,,P903,,,supportive;sober,absent,,absent
yes,,style,G,collected_valid,,yes,,german,,,,BR,,yes,,,,de,False,A,complete,,,,P903,,,sober;confrontational,absent,,absent
,,g_position,G,collected_valid,,,,german,,,,BR,,,,present,,de,,A,complete,,,,P903,,,,,,
,,engagement,G,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,A,complete,,,,P903,,,,,,
,,engagement,N1,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,A,complete,,,,P903,,,,,,
,,engagement,N2,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,A,complete,,,,P903,,,,,,
,,engagement,N3,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,A,complete,,,,P903,,,,,,
,,engagement,N4,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,A,complete,,,,P903,,,,,,
,,declared_boundary,E,collected_valid,,,,german,,,,BR,would_decline,,,,,de,,A,complete,,,,P903,,,,,,
,,memory,Q1,collected_valid,0,,,german,,,0,BR,,,,,,de,,B,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q2,collected_valid,0,,,german,,,0,BR,,,,,,de,,B,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q3,collected_valid,0,,,german,,,0,BR,,,,,,de,,B,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q4,collected_valid,0,,,german,,,0,BR,,,,,,de,,B,complete,,unknown,low,P903,not_supported,,,,0,
,,memory,Q5,collected_valid,0,,,german,,,0,BR,,,,,,de,,B,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q6,collected_valid,0,,,german,,,0,BR,,,,,,de,,B,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q7,collected_valid,0,,,german,,,0,BR,,,,,,de,,B,complete,,provided_context,low,P903,not_supported,,,,0,
,,memory,Q8,collected_valid,0,,,german,,,0,BR,,,,,,de,,B,complete,,provided_context,low,P903,not_supported,,,,0,
,1,reflection,H1,collected_valid,,,1,german,True,,,BR,,,1,,,de,,B,complete,,,,P903,,1,,,,
,1,reflection,H2,collected_valid,,,1,german,True,,,BR,,,1,,,de,,B,complete,,,,P903,,1,,,,
,1,reflection,G,collected_valid,,,1,german,True,,,BR,,,1,,,de,,B,complete,,,,P903,,1,,,,
yes,,style,H,collected_valid,,yes,,german,,,,BR,,yes,,,,de,False,B,complete,,,,P903,,,sober,absent,,absent
yes,,style,G,collected_valid,,yes,,german,,,,BR,,yes,,,,de,False,B,complete,,,,P903,,,sober;confrontational,absent,,absent
,,g_position,G,collected_valid,,,,german,,,,BR,,,,present,,de,,B,complete,,,,P903,,,,,,
,,engagement,G,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,B,complete,,,,P903,,,,,,
,,engagement,N1,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,B,complete,,,,P903,,,,,,
,,engagement,N2,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,B,complete,,,,P903,,,,,,
,,engagement,N3,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,B,complete,,,,P903,,,,,,
,,engagement,N4,collected_valid,,,,german,,False,,BR,,,,,fully_completed,de,,B,complete,,,,P903,,,,,,
,,declared_boundary,E,collected_valid,,,,german,,,,BR,would_decline,,,,,de,,B,complete,,,,P903,,,,,,
,,memory,Q1,collected_valid,0,,,native,,,0,US,,,,,,en-US,,A,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q2,collected_valid,0,,,native,,,0,US,,,,,,en-US,,A,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q3,collected_valid,0,,,native,,,0,US,,,,,,en-US,,A,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q4,collected_valid,0,,,native,,,0,US,,,,,,en-US,,A,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q5,collected_valid,0,,,native,,,0,US,,,,,,en-US,,A,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q6,collected_valid,0,,,native,,,0,US,,,,,,en-US,,A,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q7,collected_valid,0,,,native,,,0,US,,,,,,en-US,,A,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q8,collected_valid,0,,,native,,,0,US,,,,,,en-US,,A,complete,,provided_context,low,P361,not_supported,,,,0,
,1,reflection,H1,collected_valid,,,1,native,True,,,US,,,1,,,en-US,,A,complete,,,,P361,,1,,,,
,1,reflection,H2,collected_valid,,,1,native,True,,,US,,,1,,,en-US,,A,complete,,,,P361,,1,,,,
,1,reflection,G,collected_valid,,,1,native,True,,,US,,,1,,,en-US,,A,complete,,,,P361,,0,,,,
yes,,style,H,collected_valid,,yes,,native,,,,US,,yes,,,,en-US,False,A,complete,,,,P361,,,supportive;sober,absent,,absent
yes,,style,G,collected_valid,,yes,,native,,,,US,,yes,,,,en-US,False,A,complete,,,,P361,,,sober;confrontational,absent,,absent
,,g_position,G,collected_valid,,,,native,,,,US,,,,present,,en-US,,A,complete,,,,P361,,,,,,
,,engagement,G,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,A,complete,,,,P361,,,,,,
,,engagement,N1,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,A,complete,,,,P361,,,,,,
,,engagement,N2,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,A,complete,,,,P361,,,,,,
,,engagement,N3,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,A,complete,,,,P361,,,,,,
,,engagement,N4,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,A,complete,,,,P361,,,,,,
,,declared_boundary,E,collected_valid,,,,native,,,,US,would_decline,,,,,en-US,,A,complete,,,,P361,,,,,,
,,memory,Q1,collected_valid,0,,,native,,,0,US,,,,,,en-US,,B,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q2,collected_valid,0,,,native,,,0,US,,,,,,en-US,,B,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q3,collected_valid,0,,,native,,,0,US,,,,,,en-US,,B,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q4,collected_valid,0,,,native,,,0,US,,,,,,en-US,,B,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q5,collected_valid,0,,,native,,,0,US,,,,,,en-US,,B,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q6,collected_valid,0,,,native,,,0,US,,,,,,en-US,,B,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q7,collected_valid,0,,,native,,,0,US,,,,,,en-US,,B,complete,,provided_context,low,P361,not_supported,,,,0,
,,memory,Q8,collected_valid,0,,,native,,,0,US,,,,,,en-US,,B,complete,,provided_context,low,P361,not_supported,,,,0,
,1,reflection,H1,collected_valid,,,1,native,True,,,US,,,1,,,en-US,,B,complete,,,,P361,,1,,,,
,1,reflection,H2,collected_valid,,,1,native,True,,,US,,,1,,,en-US,,B,complete,,,,P361,,1,,,,
,1,reflection,G,collected_valid,,,1,native,True,,,US,,,1,,,en-US,,B,complete,,,,P361,,1,,,,
yes,,style,H,collected_valid,,yes,,native,,,,US,,yes,,,,en-US,False,B,complete,,,,P361,,,sober,absent,,absent
yes,,style,G,collected_valid,,yes,,native,,,,US,,yes,,,,en-US,False,B,complete,,,,P361,,,sober;confrontational,absent,,absent
,,g_position,G,collected_valid,,,,native,,,,US,,,,present,,en-US,,B,complete,,,,P361,,,,,,
,,engagement,G,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,B,complete,,,,P361,,,,,,
,,engagement,N1,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,B,complete,,,,P361,,,,,,
,,engagement,N2,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,B,complete,,,,P361,,,,,,
,,engagement,N3,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,B,complete,,,,P361,,,,,,
,,engagement,N4,collected_valid,,,,native,,False,,US,,,,,fully_completed,en-US,,B,complete,,,,P361,,,,,,
,,declared_boundary,E,collected_valid,,,,native,,,,US,would_decline,,,,,en-US,,B,complete,,,,P361,,,,,,
,,memory,Q1,collected_valid,0,,,german,,,0,US,,,,,,de,,A,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q2,collected_valid,0,,,german,,,0,US,,,,,,de,,A,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q3,collected_valid,0,,,german,,,0,US,,,,,,de,,A,complete,,unknown,low,P742,not_supported,,,,0,
,,memory,Q4,collected_valid,0,,,german,,,0,US,,,,,,de,,A,complete,,unknown,low,P742,not_supported,,,,0,
,,memory,Q5,collected_valid,0,,,german,,,0,US,,,,,,de,,A,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q6,collected_valid,0,,,german,,,0,US,,,,,,de,,A,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q7,collected_valid,0,,,german,,,0,US,,,,,,de,,A,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q8,collected_valid,0,,,german,,,0,US,,,,,,de,,A,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,1,reflection,H1,collected_valid,,,1,german,True,,,US,,,1,,,de,,A,complete,,,,P742,,1,,,,
,1,reflection,H2,collected_valid,,,1,german,True,,,US,,,1,,,de,,A,complete,,,,P742,,1,,,,
,1,reflection,G,collected_valid,,,1,german,True,,,US,,,1,,,de,,A,complete,,,,P742,,0,,,,
yes,,style,H,collected_valid,,yes,,german,,,,US,,yes,,,,de,False,A,complete,,,,P742,,,supportive;sober,absent,,absent
yes,,style,G,collected_valid,,yes,,german,,,,US,,yes,,,,de,False,A,complete,,,,P742,,,sober;confrontational,absent,,absent
,,g_position,G,collected_valid,,,,german,,,,US,,,,present,,de,,A,complete,,,,P742,,,,,,
,,engagement,G,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,A,complete,,,,P742,,,,,,
,,engagement,N1,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,A,complete,,,,P742,,,,,,
,,engagement,N2,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,A,complete,,,,P742,,,,,,
,,engagement,N3,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,A,complete,,,,P742,,,,,,
,,engagement,N4,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,A,complete,,,,P742,,,,,,
,,declared_boundary,E,collected_valid,,,,german,,,,US,would_decline,,,,,de,,A,complete,,,,P742,,,,,,
,,memory,Q1,collected_valid,0,,,german,,,0,US,,,,,,de,,B,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q2,collected_valid,0,,,german,,,0,US,,,,,,de,,B,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q3,collected_valid,0,,,german,,,0,US,,,,,,de,,B,complete,,unknown,low,P742,not_supported,,,,0,
,,memory,Q4,collected_valid,0,,,german,,,0,US,,,,,,de,,B,complete,,unknown,low,P742,not_supported,,,,0,
,,memory,Q5,collected_valid,0,,,german,,,0,US,,,,,,de,,B,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q6,collected_valid,0,,,german,,,0,US,,,,,,de,,B,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q7,collected_valid,0,,,german,,,0,US,,,,,,de,,B,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,,memory,Q8,collected_valid,0,,,german,,,0,US,,,,,,de,,B,complete,,recognizable_memory,low,P742,not_supported,,,,0,
,1,reflection,H1,collected_valid,,,1,german,True,,,US,,,1,,,de,,B,complete,,,,P742,,1,,,,
,1,reflection,H2,collected_valid,,,1,german,True,,,US,,,1,,,de,,B,complete,,,,P742,,1,,,,
,1,reflection,G,collected_valid,,,1,german,True,,,US,,,1,,,de,,B,complete,,,,P742,,1,,,,
yes,,style,H,collected_valid,,yes,,german,,,,US,,yes,,,,de,False,B,complete,,,,P742,,,sober,absent,,absent
yes,,style,G,collected_valid,,yes,,german,,,,US,,yes,,,,de,False,B,complete,,,,P742,,,sober;confrontational,absent,,absent
,,g_position,G,collected_valid,,,,german,,,,US,,,,present,,de,,B,complete,,,,P742,,,,,,
,,engagement,G,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,B,complete,,,,P742,,,,,,
,,engagement,N1,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,B,complete,,,,P742,,,,,,
,,engagement,N2,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,B,complete,,,,P742,,,,,,
,,engagement,N3,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,B,complete,,,,P742,,,,,,
,,engagement,N4,collected_valid,,,,german,,False,,US,,,,,fully_completed,de,,B,complete,,,,P742,,,,,,
,,declared_boundary,E,collected_valid,,,,german,,,,US,would_decline,,,,,de,,B,complete,,,,P742,,,,,,
